Gender,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Extracurricular_Involvement,Previous_Semester_GPA,Productivity_Score,Performance_Category,Gender_Encoded,SM_Percentage
Female,Healthy,High,High,79.9,69.0,6.9,Very Active,6.2,5.3,7.6,5.2,62.0,Medium,0,53.333333333333336
Female,Healthy,High,High,82.7,83.5,2.3,Very Active,3.0,4.4,3.0,6.9,51.6,Medium,0,50.0
Male,Poor,High,High,76.3,80.4,4.1,Very Active,3.2,4.0,4.9,8.0,53.4,Medium,1,36.26373626373626
Male,Healthy,High,Moderate,90.3,73.8,7.1,Underactive,1.5,6.3,2.3,7.2,64.8,High,1,20.8955223880597
Male,Poor,High,High,67.3,84.6,6.0,Very Active,7.8,6.0,5.2,5.0,43.8,Low,1,55.10204081632652
Female,Poor,Moderate,High,52.0,91.5,10.0,Underactive,7.5,4.9,1.5,6.2,44.8,Low,0,73.68421052631578
Male,Poor,High,Moderate,86.9,91.3,7.9,Underactive,5.1,6.0,2.4,8.7,65.2,High,1,12.0
Male,Healthy,High,High,71.7,74.9,7.9,Moderately Active,3.0,10.0,2.9,5.0,56.9,Medium,1,66.66666666666667
Male,Poor,High,High,81.7,83.0,6.9,Moderately Active,7.4,5.7,6.1,7.7,46.4,Low,1,60.810810810810814
Female,Healthy,High,High,81.0,96.5,7.1,Moderately Active,5.9,9.7,3.1,6.2,69.4,High,0,40.625
Female,Healthy,High,Low,93.3,72.2,8.7,Very Active,2.8,6.1,5.4,5.8,87.2,High,0,0.0
Male,Poor,High,High,58.0,88.3,10.0,Very Active,4.4,4.5,2.5,8.3,63.5,High,1,53.01204819277109
Male,Poor,High,Low,88.2,73.2,6.2,Underactive,2.2,5.7,1.8,4.7,52.9,Medium,1,1.1363636363636365
Female,Healthy,High,Moderate,100.0,59.9,2.7,Underactive,8.0,10.0,7.8,6.1,59.4,Medium,0,23.80952380952381
Male,Excessive,High,High,85.5,100.0,8.6,Very Active,6.2,4.0,5.8,7.7,57.2,Medium,1,73.17073170731709
Male,Poor,Moderate,High,78.8,63.4,7.1,Very Active,4.2,5.1,3.8,4.0,44.5,Low,1,91.89189189189189
Female,Excessive,High,Low,85.7,65.8,6.2,Very Active,3.5,2.9,7.3,5.8,55.0,Medium,0,7.142857142857142
Female,Poor,High,Low,100.0,52.6,3.4,Very Active,5.9,8.2,4.1,6.0,58.3,Medium,0,13.23529411764706
Male,Healthy,High,Low,70.2,100.0,5.4,Underactive,6.0,3.8,6.4,5.9,54.3,Medium,1,1.5151515151515154
Female,Poor,High,High,50.8,57.1,4.2,Moderately Active,8.0,5.3,1.7,6.0,32.2,Low,0,100.0
Male,Poor,High,Low,63.1,29.5,5.0,Very Active,2.2,7.6,1.4,7.8,29.7,Low,1,0.0
Male,Healthy,High,Moderate,73.8,76.0,7.1,Underactive,4.0,4.4,0.0,5.3,58.4,Medium,1,29.268292682926834
Male,Healthy,High,High,89.5,77.3,6.1,Very Active,7.0,4.1,3.7,8.9,70.8,High,1,60.416666666666664
Female,Healthy,High,Moderate,71.5,81.1,1.6,Moderately Active,4.0,8.6,4.0,3.6,55.3,Medium,0,38.297872340425535
Female,Poor,High,High,69.9,63.8,3.0,Underactive,7.1,6.7,2.0,4.8,22.4,Low,0,56.14035087719298
Male,Poor,High,Moderate,74.2,58.4,7.4,Underactive,6.8,1.5,3.0,9.2,39.1,Low,1,14.583333333333334
Male,Excessive,High,High,53.2,91.4,4.3,Very Active,4.8,1.0,0.0,7.4,33.7,Low,1,27.27272727272727
Female,Healthy,High,Moderate,83.6,80.4,4.3,Very Active,7.6,7.3,6.7,7.1,74.5,High,0,32.0
Male,Poor,High,High,89.0,26.8,6.2,Very Active,6.6,6.2,3.1,6.2,37.0,Low,1,50.54945054945055
Female,Healthy,High,High,67.4,47.3,4.3,Underactive,4.0,7.9,3.8,3.9,37.2,Low,0,61.904761904761905
Male,Poor,Moderate,High,59.8,42.7,1.3,Moderately Active,3.8,3.1,0.0,6.9,29.4,Low,1,87.17948717948718
Male,Healthy,High,High,93.0,78.7,5.1,Underactive,4.3,7.2,4.6,8.8,62.0,Medium,1,37.234042553191486
Male,Healthy,High,High,90.4,71.9,4.8,Very Active,7.0,3.4,3.3,7.7,52.7,Medium,1,29.464285714285715
Male,Healthy,High,High,82.8,63.7,7.5,Very Active,3.1,3.8,1.9,8.2,57.6,Medium,1,41.17647058823529
Male,Poor,High,Moderate,100.0,93.4,6.2,Underactive,7.7,6.0,5.1,6.2,59.4,Medium,1,36.95652173913044
Male,Poor,High,Moderate,58.0,80.8,6.0,Very Active,2.0,10.0,1.5,4.0,48.7,Medium,1,29.82456140350877
Female,Poor,High,High,79.8,58.6,8.5,Underactive,2.0,4.9,6.8,10.0,57.8,Medium,0,80.48780487804879
Female,Healthy,High,High,90.3,61.3,9.4,Underactive,8.3,8.1,1.6,8.2,58.7,Medium,0,95.23809523809523
Female,Healthy,High,High,90.4,68.7,9.6,Underactive,7.8,5.2,5.0,6.9,67.4,High,0,68.96551724137932
Male,Healthy,High,Low,89.4,75.6,5.7,Very Active,7.0,6.4,1.7,3.5,58.9,Medium,1,15.873015873015872
Female,Healthy,High,High,97.2,82.4,5.1,Very Active,6.7,1.6,0.0,3.6,40.7,Low,0,69.64285714285715
Male,Poor,High,High,89.9,60.2,9.0,Very Active,3.9,10.0,2.4,4.2,67.7,High,1,42.59259259259259
Female,Healthy,High,High,79.8,50.6,5.4,Underactive,2.3,6.2,3.3,4.6,50.0,Medium,0,41.77215189873417
Male,Poor,High,High,74.1,82.1,6.8,Underactive,8.4,5.6,1.1,8.1,41.2,Low,1,74.07407407407408
Male,Healthy,High,Low,58.0,89.9,6.6,Moderately Active,8.0,3.0,4.7,9.0,56.9,Medium,1,16.071428571428573
Male,Healthy,High,High,93.0,100.0,7.1,Very Active,3.4,4.6,4.8,5.2,74.2,High,1,58.92857142857143
Female,Poor,High,High,95.5,82.3,3.6,Underactive,5.9,10.0,7.9,7.9,46.6,Low,0,34.34343434343434
Male,Healthy,High,High,64.1,61.9,7.0,Underactive,5.1,5.6,5.5,3.1,51.3,Medium,1,100.0
Female,Healthy,High,High,75.1,86.0,4.1,Underactive,3.2,4.6,7.1,6.7,62.4,Medium,0,28.000000000000004
Male,Healthy,High,High,57.2,72.3,4.7,Moderately Active,2.4,4.8,3.4,4.8,52.3,Medium,1,70.73170731707317
Female,Poor,High,High,78.4,50.8,8.0,Very Active,6.1,1.0,5.2,7.1,43.3,Low,0,47.826086956521735
Female,Poor,High,High,69.2,74.1,4.9,Underactive,5.1,5.9,5.0,5.9,53.6,Medium,0,28.37837837837838
Male,Poor,High,Moderate,64.8,80.1,4.6,Underactive,4.5,6.8,1.9,8.0,40.8,Low,1,22.98850574712644
Female,Poor,High,Moderate,79.7,100.0,6.4,Very Active,5.3,4.0,4.4,5.8,36.1,Low,0,40.0
Female,Healthy,Moderate,High,100.0,76.3,9.0,Very Active,5.3,6.6,5.7,5.5,71.4,High,0,87.49999999999999
Female,Excessive,High,High,76.7,41.0,8.5,Underactive,8.2,1.0,4.3,8.5,20.4,Low,0,33.33333333333333
Female,Healthy,High,High,79.4,52.9,8.5,Moderately Active,7.6,6.5,1.9,6.1,45.1,Low,0,34.82142857142858
Female,Healthy,High,High,100.0,74.2,5.9,Underactive,7.2,7.1,8.9,3.8,45.4,Low,0,38.27160493827161
Male,Poor,Moderate,High,96.4,100.0,10.0,Very Active,4.5,3.9,2.3,5.4,76.4,High,1,85.71428571428572
Female,Poor,High,High,76.0,71.6,6.4,Very Active,4.0,7.6,3.1,7.2,45.4,Low,0,37.5
Male,Poor,High,High,67.0,94.8,6.8,Underactive,7.4,6.3,7.8,7.4,61.5,Medium,1,56.86274509803921
Female,Poor,High,High,80.3,85.8,6.6,Underactive,7.2,6.3,3.4,7.9,32.5,Low,0,41.53846153846154
Male,Poor,High,High,89.9,70.3,3.1,Very Active,1.7,8.2,3.8,5.6,62.0,Medium,1,37.68115942028986
Male,Poor,High,Moderate,93.3,95.6,4.5,Very Active,7.7,7.2,6.6,7.6,74.3,High,1,19.35483870967742
Female,Poor,High,High,93.0,80.1,4.3,Very Active,5.5,10.0,4.9,7.0,58.0,Medium,0,25.581395348837212
Male,Healthy,High,High,75.3,90.7,5.7,Moderately Active,3.8,5.7,6.2,6.6,71.1,High,1,40.0
Male,Healthy,Moderate,Moderate,65.6,91.2,7.1,Very Active,6.0,2.7,,7.7,60.1,Medium,1,58.620689655172406
Male,Poor,High,Moderate,89.4,70.2,2.5,Moderately Active,6.9,7.4,3.4,7.8,57.6,Medium,1,42.5531914893617
Female,Poor,High,High,67.2,58.7,4.2,Very Active,10.0,6.2,2.6,7.4,22.5,Low,0,54.08163265306122
Female,Excessive,High,High,90.8,83.2,6.7,Very Active,8.3,3.3,2.5,7.5,47.0,Medium,0,43.01075268817204
Male,Healthy,High,High,68.9,59.2,4.3,Very Active,3.5,5.6,9.2,10.0,73.8,High,1,68.29268292682927
Female,Healthy,High,Moderate,79.0,54.6,7.6,Underactive,5.6,3.7,6.8,5.6,45.8,Low,0,19.672131147540984
Female,Poor,High,High,100.0,70.5,6.9,Very Active,4.9,4.8,5.0,5.8,71.8,High,0,72.3076923076923
Male,Poor,High,Moderate,68.5,100.0,5.0,Very Active,6.1,10.0,6.6,2.7,57.3,Medium,1,18.47826086956522
Female,Poor,High,High,97.8,81.8,5.0,Very Active,2.3,7.7,1.7,5.3,56.9,Medium,0,76.66666666666666
Male,Healthy,High,High,61.8,44.9,6.7,Very Active,2.5,8.2,2.9,7.4,47.6,Medium,1,30.927835051546392
Female,Poor,High,High,69.4,63.8,4.9,Very Active,1.0,6.5,5.1,4.4,33.3,Low,0,58.75
Female,Poor,High,High,89.5,100.0,6.9,Underactive,3.9,6.4,4.1,7.9,73.2,High,0,48.48484848484849
Female,Poor,High,High,89.0,70.1,9.0,Very Active,10.0,7.4,3.0,6.1,58.9,Medium,0,61.22448979591836
Female,Healthy,High,High,75.5,83.1,4.5,Underactive,6.2,6.5,3.4,6.1,55.0,Medium,0,61.53846153846154
Male,Healthy,High,High,91.1,72.3,4.6,Moderately Active,5.5,5.8,0.8,8.6,63.0,Medium,1,29.5774647887324
Female,Excessive,High,High,100.0,69.3,6.7,Moderately Active,3.7,4.9,7.5,5.5,57.5,Medium,0,34.5679012345679
Male,Healthy,Low,Low,93.9,48.9,2.2,Underactive,4.1,3.9,9.0,8.1,66.1,High,1,0.0
Female,Poor,High,High,77.0,73.0,4.0,Underactive,7.0,6.6,0.0,7.9,50.5,Medium,0,41.50943396226416
Female,Healthy,High,High,85.0,89.6,7.6,Very Active,7.1,6.7,1.6,4.8,49.2,Medium,0,56.06060606060607
Female,Poor,High,High,92.4,100.0,6.6,Moderately Active,4.7,2.8,4.9,5.9,55.4,Medium,0,87.14285714285714
Female,Poor,High,High,74.4,78.3,10.0,Underactive,3.8,3.8,5.5,7.4,34.6,Low,0,35.41666666666667
Male,Healthy,High,High,73.5,60.2,7.8,Underactive,5.4,9.9,5.1,4.9,62.1,Medium,1,53.48837209302325
Female,Poor,High,Moderate,100.0,47.4,5.4,Underactive,4.6,3.9,2.1,2.6,44.0,Low,0,11.111111111111112
Female,Poor,High,High,73.8,60.9,7.3,Moderately Active,4.5,10.0,5.6,5.9,64.9,High,0,59.61538461538461
Female,Healthy,Moderate,Low,87.0,77.8,7.2,Underactive,5.9,7.0,1.3,7.2,70.8,High,0,0.0
Female,Healthy,High,Moderate,88.1,80.2,6.9,Underactive,7.6,1.0,2.8,4.8,42.8,Low,0,26.153846153846157
Male,Healthy,High,High,62.4,87.9,7.2,Underactive,3.2,8.3,4.6,4.6,59.9,Medium,1,43.96551724137931
Male,Healthy,High,High,86.3,53.9,8.3,Moderately Active,6.8,5.8,1.6,7.5,56.2,Medium,1,35.714285714285715
Male,Healthy,High,Low,60.4,59.0,10.0,Moderately Active,6.3,2.6,0.0,6.0,48.1,Medium,1,0.0
Male,Poor,High,High,78.3,78.6,6.3,Very Active,5.2,3.2,0.0,5.3,53.5,Medium,1,34.375
Male,Healthy,High,High,74.3,100.0,4.3,Very Active,6.0,7.0,1.4,6.9,63.0,Medium,1,84.48275862068967
Female,Healthy,High,Moderate,77.4,34.3,3.0,Very Active,8.7,6.8,0.2,8.0,36.9,Low,0,23.61111111111111
Female,Poor,Low,Low,55.4,95.0,6.7,Very Active,9.5,8.9,3.1,4.0,54.2,Medium,0,0.0
Male,Healthy,High,High,79.0,94.1,6.1,Very Active,3.9,6.1,8.1,6.0,74.8,High,1,59.64912280701754
Female,Excessive,High,High,100.0,66.5,5.9,Very Active,4.5,2.5,4.8,5.9,49.1,Medium,0,36.06557377049181
Male,Healthy,High,High,74.8,100.0,8.3,Underactive,9.5,6.9,2.8,8.2,58.2,Medium,1,66.66666666666666
Male,Poor,High,Low,76.6,63.8,9.4,Very Active,8.7,6.7,4.6,7.4,59.3,Medium,1,20.454545454545453
Female,Poor,High,High,97.2,77.2,6.3,Very Active,2.4,7.2,6.9,8.2,60.2,Medium,0,27.27272727272727
Female,Poor,High,High,64.7,84.2,7.4,Moderately Active,5.8,8.3,2.1,7.2,52.0,Medium,0,97.67441860465117
Male,Poor,High,High,87.4,93.0,8.6,Very Active,7.5,4.7,0.0,6.8,78.1,High,1,72.72727272727273
Male,Healthy,High,High,92.6,93.7,6.4,Underactive,5.6,5.2,8.8,8.7,75.8,High,1,48.979591836734684
Female,Poor,High,High,82.4,89.1,6.8,Very Active,5.6,10.0,7.2,5.6,41.3,Low,0,81.08108108108108
Male,Healthy,High,Low,73.3,74.3,5.7,Underactive,2.1,8.6,2.7,7.2,71.3,High,1,1.0526315789473684
Female,Healthy,High,High,75.8,87.0,4.6,Moderately Active,5.7,10.0,2.5,6.0,52.6,Medium,0,24.752475247524753
Male,Poor,High,High,78.6,87.3,3.7,Underactive,3.7,2.6,2.4,5.8,29.7,Low,1,46.46464646464646
Female,Healthy,High,High,74.5,62.2,3.3,Very Active,4.7,9.4,0.0,5.7,53.1,Medium,0,36.36363636363636
Female,Poor,Moderate,Low,91.5,56.6,4.1,Very Active,2.7,7.8,3.2,6.9,64.9,High,0,3.125
Male,Poor,High,Moderate,68.7,55.4,4.0,Moderately Active,2.6,8.2,3.5,5.6,51.3,Medium,1,33.89830508474576
Female,Poor,Moderate,Low,91.1,83.4,6.7,Underactive,6.2,6.6,1.1,6.7,42.8,Low,0,0.0
Male,Healthy,Moderate,High,97.3,93.1,7.0,Very Active,5.2,4.6,4.1,5.8,59.9,Medium,1,65.78947368421053
Female,Healthy,Moderate,Moderate,84.8,77.6,5.1,Underactive,9.1,4.1,6.6,4.2,54.6,Medium,0,56.25
Male,Poor,High,High,56.7,55.7,4.2,Moderately Active,4.7,5.4,2.6,8.5,33.8,Low,1,54.54545454545454
Male,Healthy,High,High,88.0,78.2,10.0,Underactive,7.1,8.5,6.8,5.4,60.7,Medium,1,79.68749999999999
Female,Healthy,High,Low,71.6,57.9,5.0,Very Active,8.1,9.5,4.8,6.0,65.4,High,0,12.244897959183671
Male,Healthy,High,Moderate,73.1,61.7,4.7,Very Active,5.9,9.7,4.7,6.0,55.1,Medium,1,35.41666666666667
Female,Poor,High,Low,84.7,68.4,2.5,Very Active,6.0,5.4,1.6,6.4,56.8,Medium,0,16.9811320754717
Male,Healthy,High,High,94.4,60.6,7.1,Moderately Active,8.2,3.8,7.6,7.0,40.7,Low,1,50.515463917525786
Male,Poor,High,High,58.4,54.7,10.0,Very Active,8.4,5.9,4.9,6.4,49.3,Medium,1,43.859649122807014
Female,Healthy,High,High,80.7,100.0,5.6,Very Active,6.8,10.0,5.2,6.0,70.9,High,0,73.46938775510203
Male,Poor,High,High,100.0,41.0,5.2,Underactive,8.6,6.0,6.4,4.2,42.4,Low,1,52.94117647058824
Male,Poor,Moderate,Low,65.7,64.4,6.6,Very Active,5.9,5.0,1.7,5.9,46.6,Low,1,20.512820512820515
Female,Poor,High,High,77.4,71.1,6.7,Very Active,3.1,9.5,6.1,5.9,65.1,High,0,43.0379746835443
Female,Poor,High,Low,72.0,97.1,0.5,Very Active,6.2,3.2,2.9,8.1,35.4,Low,0,20.833333333333336
Female,Excessive,High,High,89.1,80.3,7.4,Underactive,4.0,4.8,2.8,4.4,51.2,Medium,0,73.80952380952381
Male,Poor,Moderate,Moderate,59.6,61.7,6.1,Underactive,4.9,9.2,,5.5,48.5,Medium,1,73.07692307692307
Male,Healthy,High,High,83.1,60.5,7.7,Underactive,3.7,8.2,2.3,9.5,67.8,High,1,53.846153846153854
Male,Healthy,High,High,79.1,72.0,6.4,Underactive,5.0,8.9,0.7,7.0,68.4,High,1,66.66666666666666
Female,Healthy,High,High,92.0,100.0,7.8,Very Active,7.2,3.2,5.1,4.6,57.2,Medium,0,43.58974358974359
Female,Poor,High,High,70.7,72.7,3.5,Underactive,6.8,8.0,5.0,8.9,50.6,Medium,0,90.47619047619047
Female,Healthy,High,High,72.5,100.0,3.2,Very Active,8.6,4.5,8.2,8.0,64.4,High,0,47.887323943661976
Male,Healthy,High,High,66.0,95.5,7.8,Very Active,4.6,4.0,0.0,7.0,50.6,Medium,1,74.46808510638297
Male,Healthy,High,High,97.4,80.1,7.8,Moderately Active,5.7,3.5,4.6,6.5,55.0,Medium,1,64.40677966101694
Male,Poor,High,Low,95.1,61.1,7.0,Very Active,5.8,10.0,1.4,7.1,63.7,High,1,6.153846153846154
Male,Healthy,High,High,74.8,74.2,9.7,Very Active,8.1,7.5,1.1,6.2,50.8,Medium,1,76.78571428571429
Female,Healthy,High,Low,75.9,78.8,5.3,Underactive,5.7,3.8,4.1,6.2,61.2,Medium,0,6.976744186046512
Female,Poor,High,High,65.4,88.9,4.5,Underactive,3.1,2.5,6.6,6.4,46.4,Low,0,51.80722891566264
Male,Healthy,High,Moderate,68.4,84.2,10.0,Underactive,2.6,10.0,3.2,7.0,77.3,High,1,14.117647058823529
Male,Excessive,High,Moderate,66.9,61.9,7.1,Moderately Active,5.1,7.4,5.7,4.5,49.7,Medium,1,15.492957746478876
Male,Healthy,High,Low,79.8,73.9,6.4,Very Active,7.5,4.4,0.3,4.7,46.6,Low,1,13.23529411764706
Female,Poor,High,High,92.9,92.3,8.0,Very Active,7.5,5.0,6.1,9.2,73.1,High,0,50.0
Female,Poor,High,High,100.0,54.4,5.3,Underactive,4.3,6.9,3.6,5.6,38.7,Low,0,57.971014492753625
Female,Healthy,High,High,59.4,63.9,7.7,Moderately Active,4.6,10.0,5.2,4.0,62.7,Medium,0,95.23809523809523
Male,Poor,High,High,47.6,85.6,2.8,Underactive,4.9,6.5,5.0,5.6,35.4,Low,1,32.22222222222222
Female,Healthy,High,High,97.6,69.6,4.5,Moderately Active,7.9,7.2,6.3,8.5,76.7,High,0,56.36363636363636
Male,Poor,High,High,69.7,87.8,4.9,Very Active,6.3,3.2,4.5,7.5,56.1,Medium,1,70.73170731707317
Male,Poor,High,High,81.8,57.1,5.3,Very Active,3.3,2.7,6.2,5.8,33.9,Low,1,34.44444444444444
Male,Healthy,Moderate,Low,81.7,70.0,4.7,Underactive,3.1,7.5,6.1,9.4,73.0,High,1,13.157894736842104
Female,Poor,High,High,84.2,73.7,3.8,Very Active,5.8,5.7,6.4,7.8,59.8,Medium,0,53.658536585365866
Male,Poor,High,High,73.8,100.0,5.8,Very Active,5.0,7.7,0.0,4.3,41.6,Low,1,68.05555555555556
Male,Healthy,High,High,67.6,61.9,7.8,Moderately Active,6.0,4.9,2.5,5.9,51.3,Medium,1,80.3921568627451
Female,Poor,High,Moderate,87.8,83.5,8.3,Underactive,10.0,4.3,5.4,5.6,43.5,Low,0,13.186813186813188
Male,Healthy,High,Low,90.0,100.0,5.6,Very Active,1.7,7.0,4.4,7.8,92.0,High,1,6.8493150684931505
Female,Poor,High,High,72.2,66.7,3.2,Very Active,3.9,6.3,6.1,5.7,37.0,Low,0,46.96969696969697
Male,Poor,High,High,87.4,56.1,6.0,Very Active,2.8,4.7,3.8,6.9,53.4,Medium,1,38.8235294117647
Female,Poor,High,High,60.7,49.5,8.4,Moderately Active,6.9,8.8,0.2,5.5,32.8,Low,0,53.96825396825397
Female,Healthy,High,High,100.0,79.2,2.5,Underactive,5.1,4.4,9.2,4.7,54.3,Medium,0,53.03030303030303
Male,Healthy,High,High,85.9,93.2,7.0,Very Active,3.0,4.7,3.4,3.9,69.2,High,1,48.83720930232558
Male,Poor,High,High,77.9,95.6,5.7,Underactive,4.5,5.4,4.5,7.9,42.9,Low,1,46.666666666666664
Male,Healthy,High,Low,90.8,70.3,5.8,Underactive,7.0,8.0,0.0,5.2,63.9,High,1,0.0
Female,Healthy,High,Low,55.4,61.3,8.1,Very Active,6.2,5.2,3.1,7.3,62.3,Medium,0,16.279069767441857
Male,Poor,Moderate,Low,85.3,30.4,6.0,Very Active,4.4,6.5,3.6,6.1,47.8,Medium,1,24.324324324324323
Female,Poor,High,High,72.8,54.1,5.9,Very Active,6.6,4.2,8.6,5.7,33.2,Low,0,47.16981132075472
Male,Healthy,High,Low,92.5,69.8,5.0,Very Active,8.4,5.6,4.9,5.8,63.4,High,1,0.0
Male,Healthy,High,High,91.0,83.2,7.4,Underactive,1.2,4.7,5.5,5.3,65.7,High,1,80.85106382978722
Male,Healthy,High,High,83.8,66.7,3.1,Very Active,5.5,5.0,4.8,7.1,51.8,Medium,1,44.06779661016949
Female,Poor,High,High,87.3,100.0,6.3,Underactive,5.7,8.9,0.0,8.1,63.6,High,0,35.95505617977528
Female,Healthy,High,High,100.0,77.4,5.6,Very Active,1.6,6.0,4.9,7.6,85.3,High,0,57.53424657534247
Female,Poor,High,High,93.7,64.1,6.9,Underactive,6.2,3.5,1.3,6.7,46.3,Low,0,51.64835164835166
Female,Healthy,Low,Moderate,89.2,63.3,10.0,Underactive,5.5,4.1,1.9,5.8,62.9,Medium,0,73.68421052631578
Male,Healthy,High,Moderate,52.9,63.7,10.0,Very Active,7.5,5.5,4.3,4.9,54.1,Medium,1,26.785714285714285
Male,Healthy,High,High,78.5,66.7,6.4,Very Active,9.4,6.3,5.6,9.0,63.3,High,1,42.10526315789474
Female,Healthy,High,High,71.9,67.0,4.3,Moderately Active,6.1,7.1,5.3,5.4,34.2,Low,0,79.16666666666666
Male,Healthy,High,Moderate,84.3,29.9,6.6,Very Active,5.5,7.8,6.2,7.4,70.4,High,1,30.645161290322577
Male,Healthy,High,High,72.8,76.6,7.6,Underactive,1.3,8.6,7.1,5.5,57.5,Medium,1,31.944444444444443
Female,Healthy,High,High,87.7,69.6,6.4,Very Active,3.5,7.4,2.5,9.8,67.4,High,0,80.0
Female,Healthy,High,High,74.5,62.1,7.6,Very Active,1.4,5.8,10.0,7.2,66.9,High,0,38.88888888888889
Female,Healthy,High,High,100.0,74.9,6.6,Very Active,8.6,5.6,5.0,6.6,67.1,High,0,34.831460674157306
Female,Poor,High,High,61.2,67.8,3.3,Very Active,4.6,3.9,4.0,6.7,45.2,Low,0,38.46153846153847
Female,Healthy,High,High,84.2,75.2,5.7,Moderately Active,6.5,10.0,3.6,9.8,68.0,High,0,48.00000000000001
Female,Healthy,High,Low,74.0,64.5,10.0,Very Active,7.4,8.1,9.1,7.2,71.3,High,0,0.0
Female,Healthy,High,High,83.3,54.0,7.1,Underactive,6.4,7.1,7.6,3.0,51.0,Medium,0,86.48648648648648
Female,Poor,Moderate,High,87.6,100.0,8.6,Underactive,5.3,6.4,4.6,4.7,66.2,High,0,67.5
Male,Healthy,High,High,63.4,66.1,10.0,Very Active,2.5,7.5,4.5,4.9,66.6,High,1,62.264150943396224
Female,Healthy,High,Moderate,69.0,100.0,10.0,Moderately Active,8.1,6.3,2.4,4.1,64.1,High,0,32.075471698113205
Male,Poor,High,High,73.2,83.3,8.6,Underactive,4.8,6.1,2.9,8.9,69.8,High,1,57.333333333333336
Female,Healthy,High,High,90.4,100.0,4.5,Underactive,7.3,8.7,4.7,7.0,67.0,High,0,54.285714285714285
Female,Excessive,High,Moderate,68.7,99.0,4.2,Very Active,9.1,2.8,4.7,6.2,47.0,Medium,0,32.608695652173914
Female,Healthy,High,Low,75.8,79.0,6.3,Very Active,4.5,7.1,4.2,7.9,77.6,High,0,0.0
Female,Poor,High,Moderate,80.2,68.5,8.5,Underactive,5.6,4.6,8.4,3.7,51.4,Medium,0,21.666666666666668
Male,Healthy,High,Low,92.9,100.0,4.9,Very Active,4.2,2.6,3.9,6.6,53.6,Medium,1,0.0
Male,Healthy,Moderate,High,90.3,74.7,1.6,Very Active,7.2,7.7,7.0,5.0,54.2,Medium,1,80.55555555555554
Female,Poor,High,High,49.0,65.5,8.8,Very Active,1.1,6.5,2.3,6.6,61.3,Medium,0,68.88888888888889
Male,Poor,High,High,72.7,80.3,10.0,Very Active,5.9,3.4,0.7,5.5,42.4,Low,1,60.29411764705882
Male,Poor,High,High,84.6,68.1,8.9,Underactive,6.8,7.1,8.7,4.5,45.9,Low,1,56.043956043956044
Female,Poor,High,High,80.8,49.4,8.3,Underactive,3.6,10.0,4.2,8.6,73.5,High,0,68.96551724137932
Female,Excessive,Moderate,Moderate,80.0,81.3,10.0,Moderately Active,6.3,4.7,1.5,4.0,67.5,High,0,68.96551724137932
Female,Healthy,High,High,100.0,74.2,7.5,Very Active,7.1,3.5,5.0,7.6,64.5,High,0,67.6923076923077
Male,Healthy,High,High,66.2,61.9,7.6,Moderately Active,4.8,4.4,2.8,7.9,46.6,Low,1,41.17647058823529
Male,Excessive,High,High,91.9,77.7,6.8,Underactive,8.4,2.4,7.1,8.0,47.8,Medium,1,55.55555555555556
Male,Healthy,Moderate,High,57.2,69.1,7.8,Moderately Active,2.6,6.0,6.8,6.4,58.0,Medium,1,60.526315789473685
Female,Healthy,High,Low,73.9,63.1,4.6,Moderately Active,5.3,7.4,4.8,8.2,63.5,High,0,1.9230769230769231
Female,Poor,High,Low,89.6,58.1,5.2,Underactive,5.3,6.4,0.0,6.0,47.5,Medium,0,0.0
Female,Healthy,High,Low,85.8,54.3,5.3,Very Active,5.1,6.2,1.9,4.2,59.7,Medium,0,10.20408163265306
Male,Healthy,High,High,79.2,66.6,7.2,Underactive,4.2,9.3,3.8,5.8,61.2,Medium,1,41.17647058823529
Female,Poor,High,Moderate,65.4,72.1,6.0,Very Active,10.0,7.0,5.3,5.9,48.7,Medium,0,45.45454545454545
Male,Poor,High,High,67.9,84.9,6.5,Very Active,1.6,7.1,3.3,8.5,47.7,Medium,1,20.689655172413794
Male,Healthy,High,Moderate,71.6,85.6,4.4,Very Active,5.8,2.4,1.1,5.5,44.1,Low,1,19.75308641975309
Male,Healthy,High,High,67.6,66.1,5.5,Underactive,4.6,7.6,4.0,5.9,54.9,Medium,1,34.523809523809526
Male,Poor,High,High,80.1,86.3,5.9,Very Active,5.5,3.7,3.0,5.0,46.7,Medium,1,67.6470588235294
Male,Excessive,High,High,70.2,65.2,7.4,Moderately Active,6.7,8.5,0.6,3.7,51.5,Medium,1,60.7843137254902
Female,Poor,Moderate,High,94.7,100.0,10.0,Very Active,4.7,6.1,7.8,3.8,63.3,High,0,66.66666666666667
Female,Healthy,High,High,94.6,82.8,5.9,Very Active,4.0,5.3,0.0,5.5,67.2,High,0,81.4814814814815
Male,Poor,High,Low,87.8,50.4,6.1,Very Active,7.9,4.5,4.7,6.5,51.5,Medium,1,0.0
Female,Poor,High,Low,86.3,72.9,4.6,Very Active,3.3,6.6,2.5,6.7,53.1,Medium,0,0.0
Female,Healthy,High,Low,59.8,63.4,4.3,Moderately Active,3.9,8.9,3.9,2.4,53.8,Medium,0,1.8518518518518516
